method,pretrain_model,train_ratio,shuffle,keypoint_dropping
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,8
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,0
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,0
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,11
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,2
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,0
finetune,SuperAnimal,0.01,shuffle0,1
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,3
finetune,SuperAnimal,0.01,shuffle0,4
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,3
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,5
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,3
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,5
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,5
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,4
finetune,SuperAnimal,0.01,shuffle1,0
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle1,2
finetune,SuperAnimal,0.01,shuffle1,1
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,0
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,0
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,0
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,5
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,3
finetune,SuperAnimal,0.01,shuffle2,1
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,4
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.01,shuffle2,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,4
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,0
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,3
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,0
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,4
finetune,SuperAnimal,0.05,shuffle0,0
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,0
finetune,SuperAnimal,0.05,shuffle0,5
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,4
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,0
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,3
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,5
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,0
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,2
finetune,SuperAnimal,0.05,shuffle0,1
finetune,SuperAnimal,0.05,shuffle0,3
finetune,SuperAnimal,0.05,shuffle0,4
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,2
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,2
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,4
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,4
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,2
finetune,SuperAnimal,0.05,shuffle1,3
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,6
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,5
finetune,SuperAnimal,0.05,shuffle1,0
finetune,SuperAnimal,0.05,shuffle1,2
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle1,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,0
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,4
finetune,SuperAnimal,0.05,shuffle2,0
finetune,SuperAnimal,0.05,shuffle2,5
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,4
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,4
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,0
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,0
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,4
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,0
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,3
finetune,SuperAnimal,0.05,shuffle2,4
finetune,SuperAnimal,0.05,shuffle2,2
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,4
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.05,shuffle2,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,4
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,5
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,5
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,4
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,0
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,4
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,2
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,4
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,1
finetune,SuperAnimal,0.1,shuffle0,4
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,2
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,3
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,2
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,4
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,2
finetune,SuperAnimal,0.1,shuffle1,4
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,3
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,5
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,3
finetune,SuperAnimal,0.1,shuffle1,0
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle1,1
finetune,SuperAnimal,0.1,shuffle2,5
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,5
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,4
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,5
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,4
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,4
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,4
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,0
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,5
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,1
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.1,shuffle2,2
finetune,SuperAnimal,0.1,shuffle2,3
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,3
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,1
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,3
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,3
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,4
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,6
finetune,SuperAnimal,0.5,shuffle0,5
finetune,SuperAnimal,0.5,shuffle0,7
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,3
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,5
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,5
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,3
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,8
finetune,SuperAnimal,0.5,shuffle1,3
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,5
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,8
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,5
finetune,SuperAnimal,0.5,shuffle1,4
finetune,SuperAnimal,0.5,shuffle1,6
finetune,SuperAnimal,0.5,shuffle1,7
finetune,SuperAnimal,0.5,shuffle1,5
finetune,SuperAnimal,0.5,shuffle1,7
