method,pretrain_model,train_ratio,shuffle,keypoint_dropping
memory-replay,SuperAnimal,0.1,shuffle1,1
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,3
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,2
memory-replay,SuperAnimal,0.1,shuffle1,1
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,1
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,1
memory-replay,SuperAnimal,0.1,shuffle1,2
memory-replay,SuperAnimal,0.1,shuffle1,3
memory-replay,SuperAnimal,0.1,shuffle1,1
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle1,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,3
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,1
memory-replay,SuperAnimal,0.1,shuffle2,0
memory-replay,SuperAnimal,0.1,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,1
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,2
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,1
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,1
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,1
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,0
memory-replay,SuperAnimal,0.5,shuffle0,4
memory-replay,SuperAnimal,0.5,shuffle0,3
memory-replay,SuperAnimal,0.5,shuffle0,2
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,5
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,2
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,3
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,2
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,2
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,2
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,1
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle1,4
memory-replay,SuperAnimal,0.5,shuffle1,0
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,3
memory-replay,SuperAnimal,0.5,shuffle2,3
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,4
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,3
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,3
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,3
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,4
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,2
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,5
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,0
memory-replay,SuperAnimal,0.5,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,5
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,4
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,2
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,5
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,4
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,4
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,0
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,1
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle0,3
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,3
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,4
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,4
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,2
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,3
memory-replay,SuperAnimal,1.0,shuffle1,2
memory-replay,SuperAnimal,1.0,shuffle1,3
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,3
memory-replay,SuperAnimal,1.0,shuffle1,2
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,2
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle1,0
memory-replay,SuperAnimal,1.0,shuffle1,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,2
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,3
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,2
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,3
memory-replay,SuperAnimal,1.0,shuffle2,4
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,3
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,2
memory-replay,SuperAnimal,1.0,shuffle2,2
memory-replay,SuperAnimal,1.0,shuffle2,2
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,4
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,2
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,3
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,0
memory-replay,SuperAnimal,1.0,shuffle2,1
memory-replay,SuperAnimal,1.0,shuffle2,1
